inputs;aspects;start_position;end_position
Bem localizado a apenas duas quadras de Time Square e no coracao de Manhattan  Quartos limpos porem pequenos.banheiros pequenos.box pequeno,somente com cortina, o que torna inevitavel molhar o banheiro durante banho.  Pia pequena sem lugar para colocar qualquer objeto de uso pessoal.  Restaurante pequeno.  Corredores do hotel sao extremamente apertados  Pessoal da recepcao muito atencioso,educados e prestativos   Nao usaria novamente;corredor;308;316
acomodacao boa, moveis novos tudo bem conservado so deixou a desejar a internet e cabo nos quartos e no final de semana nao funciona, para acessar tem que ir para a recepcao.  detalhe so limpam o quarto de 7 em 7 dias se quiser todos os dias tem que pagar  Room Tip: localizacao e rede que ele pertence;internet;71;79
Preço bom, boa localização....hotel em obras...funcionarios atenciosos...estrutura de manutenção precaria....tivemos problemas com chuveiro, falta de telefone em um dos quartos ear condicionado quebrado,.........;telefone;150;158
Viajamos com 2 crianças e ficamos com uma impressão muito boa do hotel. Próximo de estações de metro (Chatelet ).  O hotel fica bem localizado proximo a Museu do Louvre, quartos limpos, infra estrutura excelente e com um restaurante muito bom  O café da manhã é excelente. Com certeza retornaremos a esse hotel;museu;153;158
Instalações velhas, cheirando a mofo. Para quem tem rinite, aquele carpete é horrível! Demora para esquentar a água do chuveiro e torneiras. O banheiro não tem box, então ao utilizar o chuveiro o banheiro fica todo molhado. Wi-fi instável, a conexão cai. Ar condicionado antigo e barulhento. Café da manhã básico.;torneira;130;138
O Hotel é pequeno, mas fica no coração de tudo. Você vai a pé para os teatros, restaurantes, lojas e tudo o mais. Fica a 2 minutos da Times Square. Há um bom restaurante no próprio hotel. Porém há quartos muito pequenos, embora existam outros de bom tamanho. Único problema é uma boate, um pouco barulhenta, mas o som não chega nos quartos.;lojas;93;98
Próximo ao Rio Guaíba e pontos turísticos de POA. Bastante confortável. Relação custo benefício vale a pena, comprei pelo Booking e saiu por um preço bom. Recepção foi um tanto lenta para fazer o check-in e check-out, contudo nos ajudaram a pegar um taxi rapidinho. Café da manhã com poucas variedades.;preço;144;149
Hotel com ótima localização.Funcionãrios atenciosos e um ótimo e típico café da manhã.Os quartos são pequenos, porém muito limpos.Fiquei num quarto de fundo e nào ouvi barulho algum da avenida.Até porquê o hotel fica virando o boulevard.Voltando à Paris, ficarei aqui outra vez  Room Tip: É um hotel com ambiente bastante agradável e familiar.Café da manhã muito bom numa adega charmosa e...;quarto;89;95
Excelente localização há duas quadras do rockfeller , quarto limpo, ótimas camas. Travesseiros extras se pedir. Mais de duas pessoas no mesmo quarto: duas camas de casal pequenas tamanho full size. Mas ótimos colchões e roupas de cama. Bom atendimento, banheiro pequeno, mas limpissimo. Ficaria lá sempre!;cama;75;79
O hotel é muito bem localizado, é novo, tem boas instalações, os funcionários são bem preparados e solícitos. Eles têm tudo o que se precisa de um hotel, só falta um frigobar no quarto, mas esse não é um costume das hospedagens em NY. Também não oferecem café da manhã, mas bem ao lado, há uma lojinha, tipo uma padaria, que oferece todos os tipos de lanches e funciona 24h (exceto aos domingos). Quando voltar quero ficar lá novamente e recomendo!;funcionários;65;77
Hotel bem localizado, mas o apartamento não comporta 3 pessoas. Apenas 2, e mesmo assim sem muito conforto. Atendimento cortes e bilingue. A intrnet tem que ser solicitada e é controlada, se passar do tempo que disponibilizam, cobram. Fiquei hospedada por 5 noites e não passaram nenhuma vassoura durante toda a estadia. Se vai apenas dormir vale o custo beneficio devido a localização, pois fica proximo à Torre e tem metrô bem perto. O hotel estava em reforma e incomodou um pouco a poeira.;atendimento;108;119
Um ótimo hotel. Oferece transporte para a Disneyland (mas dá para ir a pé, cerca de 10 minutos).  Café da manhã muito bom e com variedade de pratos. Quartos amplos e limpos.Tem uma lavanderia com poucas máquinas, mas a facilidade ajuda. Estacionamento amplo. Atendentes muito cordiais e educados. Ficaria novamente numa próxima viagem, sem dúvida.;quarto;149;155
Os quartos são pequenos. Os Edredons e lençóis são velhos, porém limpos. É um bom custo-benefício, levando em conta sua localização, que é ótima! O café da manhã não é tão ruim como em outros hotéis de Paris, há opções de frutas, mas você terá que ir cedo, pois quando acabam os croissants, frutas e iogurtes não há reposição.;localização;120;131
Muito bom, se você gosta de andar é possível conhecer os 3 principais pontos turísticos a pé, quartos bons e limpos, escolha o cafê da manhã no próprio hotel custa 5 euros por pessoa e vale a pena, tem requinte e estilo, o preço das diárias também é justo, não deixe de ir ao canal de Saint Martin fica do lado. Recomendo!!!;hotel;152;157
"Não há que se discutir a localizção; é a melhor possível, bem em frente ao Louvre e próximo de vários pontos turísticos. Inobstante, o quarto é muito velho, tudo muito antigo(com exceção da tv), além de ser muito pequeno. O hotel não oferece café da manhã cortesia e a internet wifi só funciona no lobby do hotel. Na minha próxima viagem escolheria um hotel mais novo na mesma região. Ah, o atendimento do hotel é muito bom e permitiu um early check in sem cobrar por isso.";internet;269;277
O Hotel é muito bem localizado, próxima estação do metrô (Rua 59), bloomingdales e 5th avenue. Tem dois Starbucks a poucos metros, além de um Subway na esquina. Logo, mesmo que não tenha café da manhã incluído existem opções na rua, o que acaba saindo mais em conta.     Não vi nenhum problema com o quarto, achei bastante confortável. Realmente recomendo e da próxima vez que for a NYC, tentarei me hospedar novamente neste hotel.;rua;58;61
Hotel muito bem loclaizado. Em frente ao central park. Recomendo o quarto com vista para o parque. Um pouco mais caro, mas vale a Pena o investimento. Concierge fala portugues. Quarto amplo e confortavel. Decoração antiquada mas bem conservada. O banheiro precisa de uma reforma, mas nada que atrapalhe a estadia. Enfim, recomendo o hotel!;parque;91;97
Quartos amplos e confortáveis. O mobiliário era antigo mas totalmente adequado. Funcionários atenciosos e prestativos. Ao chegarmos ao hotel, não havia o quarto previamente reservado, então fomos acomodados em uma suite equivalente c/ 2 camas queen, mas totalmente aceitável. No dia seguinte fomos acomodados na suite King. Também houve cobrança indevida do frigobar durante o checkout mas foi prontamente solucionada.  Room Tip: A vista do Central Park vale pagar um pouco mais. As suites nas extremidades têm um layout pior.;cama;237;241
Hotel bem localizado, próximo ao centro e ao Shopping Total. Excelente quartos, bem limpo, bom banheiro, bom ar condicionado, boa cama, boa TV. Muito bom tanto para negócio quanto para férias. Hotel novo com menos de um ano.;tv;140;142
Ótima localização, a 20 minutos aproximadamente da Torre Eiffel, perto das estações de metro Charles Michels e Bir-Hakeim, comércio em geral e restaurates próximos ao hotel. O nosso quarto possuia uma varanda e tinha vista para a Torre Eiffel, a cozinha é bem equipada, a cama de casal era confortável, a equipe do hotel foi muito atenciosa e fez o máximo para a nossa estadia ser a melhor possível.;localização;6;17
"Minha estada foi muito agradável e fiquei muito satisfeito na maioria dos itens apontados; localização, atendimento, valor, serviço de recepção e restaurante e muita tranqulidade no ambiente, Só senti falta de um frigobar no meu quarto, Indico com segurança, para aqueles que querem todos os itens acima mencionado.";atendimento;104;115
O hotel é perto de uma estação de metro (Lumiere), porém é longe das atrações turísticas, tem q pegar uns 3 metros p chegar até elas, o q acaba demorando.  O quarto era limpo, porém o banheiro cheirava xixi (parecia banheiro d ônibus).  O café da manhã era excelente, com baguete, iogurte(maravilhoso), queijo, nutella...  Recomendo!;café da manhã;239;252
O hotel, bem como suas comodidades fizeram jus ao preço praticado, mas, os quartos são minúsculos. Precisamos fazer malabarismos com as malas.    O banheiro era bom, porém, com uma porta meio estranha.    A região onde está localizado é boa, com restaurantes e supermercados.    O metrô é um pouco distante, o que nos dificultou com as malas.;quarto;75;81
Hotel super chamoso e bem localizado. Rua tranquila, metro próximo 01 quadra. Atendimento de primeira. Há duas recepcionistas brasileiras e o gerente do hotel é super atencioso e tenta fazer o máximo para vc sair com a melhor impressão.  Room Tip: Peça pela Junior suite, super espaçosa e charmosa, ótima cama.;cama;305;309
Hotel bem localizado para nossas atividades, estação de metrô ao lado (Estação Cadet), equipe muito atenciosa e nos orientou sobre tudo em nosso idioma (Português). Garagem cara ( $ 35,00 euros) e difícil acesso as vaga. o Hotel tem vaga na frente da recepção, mas está sempre ocupada, o que dificulta a carga e descarga das bagagens.;hotel;0;5
O hotel, bem como suas comodidades fizeram jus ao preço praticado, mas, os quartos são minúsculos. Precisamos fazer malabarismos com as malas.    O banheiro era bom, porém, com uma porta meio estranha.    A região onde está localizado é boa, com restaurantes e supermercados.    O metrô é um pouco distante, o que nos dificultou com as malas.;preço;50;55
É muito bem localizado, bem no centro de tudo, perto de lojas, restaurantes e dos principais pontos turísticos.  Tem um bom café da manhã, com preços bem baratos para o padrão de Paris (vale a pena reservar a diária com café incluso).  Tem o melhor concierge do mundo, fez todas as reservas, me colocou nas melhores mesas e ainda deu dicas de todos os passeios - por si só já vale a estadia.;preço;143;148
Localização boa para compras. Cama confortável, quarto limpo porém pequeno e bom café da manhã.. Tratamento diferenciado por parte de alguns funcionários se falar francês. Banheiro extremamente minùsculo e difícil de uma pessoa mediana se banhar. Internet não funciona nos quartos e não esqueça de levar adaptador de tomada.;cama;30;34
Tudo nele é bom, localização, gentileza do staff, tamanho do quarto, bar fantasico, comida maravilhosa, e se você puder pelo menos uma vez na vida passar o reveillon nele, é a cereja do bolo. O restaurante além de ser lindissimo tem um chef com tres estrelas michelin e é imperdível. Só não espere que seja barato.  Room Tip: Ficamos em um apartamento que não dava para a rua, mas era muito silencioso para dormir, e creio que...;apartamento;340;351
Me hospedei la no ano passado e nao volto nunca mais! Tinha barata na cozinha e o mais nojento na minha opiniao foi ter encontrado cabelo nos lençois. E nao foi uma vez so. Foram varias vezes. Reclamei e ninguem fez nada a respeito. Fora que, por ser um hotel residencia tem hospede que fuma no quarto, no corredor, etc...e nao tem o que fazer.  La nao da para ficar!!!!!;corredor;306;314
Hotel novo confortavel, tudo funcionando, quarto equipado, internet grátis, o quarto dispõe de cabo rj, não funciona wifi no quarto so na entrada, próximo ao metro a linha 14 muito nova estação boa e fácil. o hotel dispõe de recepcionista em português.  Room Tip: escolha os apartamentos com a terminação 19/20 são maiores;hotel;0;5
Ótima localização, próximo a uma estação de metrô, bons restaurantes e poucos metros da Notredame. Os funcionários são atenciosos e o café da manhã também é bom. O quarto que ficamos era novo e tinha sido renovado recentemente. O elevador do hotel é bem pequeno e o preço também é um pouco salgado, como quase todos hotéis em Paris.;preço;266;271
O hotel é super bem localizado,perto de restaurantes,lojas,metro,central park,gran central...  O apartamento que fiquei era enorme,com sala,quarto ,dois closets e cozinha.  O café da manhã é fraquíssimo mas como tinha cozinha não me fez falta .A recepção foi atenciosa.  Fácil de pegar táxi  Room Tip: Escolher os quartos da parte nova do hotel;apartamento;97;108
Extremamente bem localizado (com saída no Miracle Mile Shops, no Planet Hollywood), sem cassino e 100% não fumantes. Moderno, com quartos equipados com cozinha completa, jacuzzi, projetor com telão e até máquina de lavar roupa e TV no banheiro. Estacionamento gratuito e serviço de quarto impecável. Vale a pena se hospedar aqui. Membros do HHonnors tem checkin mais ágil e praticamente sem fila.;cozinha;152;159
Pra quem quer/precisa ficar próximo à Gare du nord, é uma excelente opção, exatamente em frente. Achei o hotel muito bonito por dentro, o concierge é receptivo e simpático, o café da manhã é muito bom e o quarto no qual fiquei era ótimo. Tive a impressão que tudo era novo, o banheiro funcionava bem e me deram um quarto com vista para a estação e a sacre coeur. Realmente o quarto não era grande, mas como estava sozinha isso não foi um problema.  Eu certamente retornaria ao hotel e recomendo.;café da manhã;175;188
O hotel não é luxuoso, os quartos sào de tamanho razoável ( e viajamos com nissa filha de 1ano e9 mesesna época) mas ele tem duas coisas essenciais para nós....a localizaçào e oferecer café da manhã. Embora simples, ele ajuda demais e é um diferencial...Mas a localização é perfeita...poder curtir a Times Square depois de um dia agitado e um banho tomado não tem preço.....tbm fica próximo a restaurantes e lojas de conveniências....Mega indico e ficaria lá novamente....;localização;260;271
possui uma localização privilegiada na Strip, como todos em Las Vegas é gigantesco e muito movimentado, principalmente o lobby e cassino. Grandes filas nos restaurantes, lanchonetes e cafés. Estacionamento gratuito e um pouco distante. Serviço perfeito inclusive o recebimento de pacotes e uma menção ao achados e perdidos que retornou-nos um celular perdido.;cassino;129;136
Um ótimo hotel para nossa primeira viagem fora do Brasil, todos muito simpáticos e educados. Bom para você ir com amigos, família e para casais. Paris e uma cidade maravilhosa e apaixonante.  O café da manha muito bom, ainda mais com as deliciosas Croissant. No hotel tinha alguns Brasileiros e pelo que a menina da recepção nos falou tem muitos que gostam e voltam sempre para ficar nesse hotel..;família;122;129
Estive no Hotel Le Meridien Etoile e simplesmente adorei a estadia, a comida, a recepção, entre outros serviços. O único problema do hotel é a disposição dos quartos, que têm um localização complicada e torna difícil encontrá-los nos primeiros dias em que chegamos na cidade. Depois que me acostumei, encontrava o meu quarto com facilidade.  Room Tip: Escolha os quartos próximos dos elevadores, pois encontrar os mais afastados pode se tornar uma aven...;hotel;10;15
Localização boa para compras. Cama confortável, quarto limpo porém pequeno e bom café da manhã.. Tratamento diferenciado por parte de alguns funcionários se falar francês. Banheiro extremamente minùsculo e difícil de uma pessoa mediana se banhar. Internet não funciona nos quartos e não esqueça de levar adaptador de tomada.;quarto;48;54
Internet- OK, localização boa. Conforto poderia ser melhor, mas no geral está legal.Fiquei pela segunda e vez e voltaria, no final das contas o custo compensa.Próximo à diversos pontos turisticos como o gasometro.TV´s maiores nos quartos seriam bem vindas.;quarto;230;236
Na verdade é um motel. Chegamos a noite e o estacionamento que havia sido prometido pelo booking que seria próximo era há quase dois quarteirões entrando numas ruas esquisitas com boates, garotas de programa e malandros pela rua. Ao chegar não nos ajudaram com as malas, eu (mulher) tive que subir vários degraus sozinha com inumeras malas, só havia uma moça na recepção quem nem sabia onde era o estacionamento, foi preciso um cliente explicar. O quarto era minúsculo, as toalhas surradas, no banheiro havia barata, o sabonete tinha cheiro de sabão e passamos a noite com medo pois havia transitado de pessoas durante a madrugada e de manhã fomos acordados com um som desagradável de uma boate. O café da manhã foi triste, o bolo de chocolate duro, os salgados com cara de ontem e frio. Enfim não recomendo.;toalha;473;479
Uma vista deslumbrante de Paris, da janela/sacada do hotel... em frente o Jardim das Toulleries, a esquerda o Louvre, ao fundo Notre-Dame, a direita o Arco do Triunfo e La Torre! O quarto é até modesto, mas não há nada que pague a sensação de ter Paris a seus pés... E a Torre iluminada na noite de lua cheia de París? Inesquecível na companhia de meu amor!!!  Room Tip: Só se hospede nos apartamentos com a vista da cidade... senão não terá valido o local.;hotel;53;58
O Hotel foi uma ótima escolha, boa localização próximo do Times Square, quarto e wc comfortáveis e café da manhã incluso.  Os únicos poréns são o número de elevadores (2 é muito pouco na hora do rush) e o tamanho da área do café da manhã que obriga a esperar em pé. Fora estas questões recomendo o Hotel para quem gosta de comforto com bom preço;preço;340;345
Hotel bem localizado, próximo ao Battery Park, ao memorial do 9/11 e a wall street, Como em NYC o sistema de metro é excelente, você terá estações muito próximas deste hotel. Os quartos são confortáveis, o banheiro é grande, talvez um pouco escuro devido a cerâmica petra, mas muito elegante.  O único inconveniente é o preço do café da manhã, muito caro, mas isto é geral em NYC.;hotel;0;5
A 4 quadras do Central Park , ótimo lugar para dar uma corrida ou apenas caminhar ... perto de tudo já que estamos em Mahattan ... quartos amplos com mini cozinha e ante sala além da suíte , da esquina se vê o time saquare que fica a umas 10 quadras , dá para conecer muita coisa so na caminhada como os teartos da broadway ... fui  Room Tip: difícl ter uma boa vista pois está rodeado por prédios , mas os mais altos tem uma vista mais ampla...;quarto;131;137
"A localização é excelente, próximo aos principais pontos turísticos, com uma linda vista da Tour Eiffel! Do nosso quarto tínhamos duas janelas com vista pra torre.  Bom café da manhã; limpo; estafe atencioso, principalmente o M. Vincent.   O único defeito é que a internet era paga e cara!  *Atenção para não confundir com um outro homônimo que fica maios pra baixo da torre.";internet;264;272
Hotel correto, serviço simpático e excelente localização, perto do metrô, comércio bacana a dois quarteirões e é claro a algumas quadras da Torre Eiffel e do Sena. Café da manhã bem gostoso.Só achamos inconveniente o tamanho dos quartos. Realmente bem pequenininho!!!  Room Tip: Alguns apartamentos nos andares mais altos tem vista para a torre eiffel.;apartamento;286;297
O hotel é muito bom! Os quartos não sao grandes mas sao completos e muito limpos.  A localização é excelente, tem muitos restaurantes ao redor do hotel, alem de ser muito perto do metro.  Os dois únicos problemas são que o elevador cabe só duas pessoas e dá para escutar do quarto.  É uma otima opção para casais.  Tem banheira e internet free.  O valor é bom e tem desconto para reservas pelo booking.com;hotel;2;7
O hotel é super bem localizado,perto de restaurantes,lojas,metro,central park,gran central...  O apartamento que fiquei era enorme,com sala,quarto ,dois closets e cozinha.  O café da manhã é fraquíssimo mas como tinha cozinha não me fez falta .A recepção foi atenciosa.  Fácil de pegar táxi  Room Tip: Escolher os quartos da parte nova do hotel;lojas;53;58
Fui a negocios e pouco fiquei no hotel. É relativamente bem localizado, porem com quartos bem simples e antigos. Os apartamentos possuem cama, cozinha e banheiro. A limpeza e o serviço definitivamente não são pontos fortes. No geral, as impressōes não são das melhores.;serviço;177;184
Este foi o pior hotel que já fiquei em minha vida, tem mofos nas paredes, tentaram me por num apartamento abafado no subsolo que fedia a cigarro e é os corredores do hotel são um labirinto, pondo em risco os hóspedes em caso de incêndio.  A localização é ótima, tem tudo muito próximo, shopping e supermercado, entretanto o atendimento do hotel foi péssimo e os quartos além de muito pequenos são muito mal conservados. Eu não recomendo a quem deseja o mínimo de higiene.;hotel;16;21
Um ótimo hotel para nossa primeira viagem fora do Brasil, todos muito simpáticos e educados. Bom para você ir com amigos, família e para casais. Paris e uma cidade maravilhosa e apaixonante.  O café da manha muito bom, ainda mais com as deliciosas Croissant. No hotel tinha alguns Brasileiros e pelo que a menina da recepção nos falou tem muitos que gostam e voltam sempre para ficar nesse hotel..;recepção;316;324
Hotel com atendimento, serviços e acomodações ruins.Roupa de cama e toalhas sujas, não tem limpeza de quarto, cheiro de cigarro em todo o hotel, sem internet. Localização pessima.Nivel do atendimento: fui fazer o check-in e a recepcionista falou para eu pagar apenas um dia, porque geralmente as pessoas não gostam do hotel e não ficam o final de semana todo.;serviço;23;30
Diária de R$ 99 direto no hotel, pelo booking estava R$89 descobri depois.Perto do aeroporto, é muito cômodo pra mim com uma TV a cabo reduzida, internet no quarto que todo dia tem que pedir p resetar e tem transfer do aeroporto p hotel - os taxistas não querem te levar por ser perto.Solicite os quartos dos fundos, mais silenciosos. O que nao gosto e que o povo do Sul fuma demais e em qualquer lugar, algumas áreas do hotel cheiram forte de cigarro. Considero bom o café da manha, com boa variedade de opções.;hotel;26;31
Fiz a escolha deste hotel baseada nas recomendações do Trip Advisor e não me arrependi nem um pouco.Aliás, fiquei até surpresa.  O hotel foi inteiramente reformado. O apartamento era espaçoso, limpo, com decoração sem exageros e o melhor de tudo, sem cheiro de cigarro. O único detalhe que fez falta foi o frigobar.  Localizaçào muito boa. Recomendadíssimo.;apartamento;167;178
O hotel é agradavel, muito bem localizado e com staff gentil. Achei o café da manhã bastante caro (14 euros) em relação às padarias que estavam próximas, portanto não provei nenhuma refeição no hotel.    O quarto é pequeno, tem as paredes finas. Fiquei no primeiro andar e sempre que alguém dava descarga ou tomava banho eu conseguia ouvir a água passando, o que me incomodava.  Enfim, recomendo o hotel por sua localização, limpeza e preço.;café da manhã;70;83
Excelente localização ao mesmo custo do Circus-Circus (que fica muito longe). Café da manhã incluso para 2 pessoas (USD 9,00 por pessoa, por dia). Ótimos quartos. Altamente recomendado.  Hotel com muitas piscinas, mas não utilizamos nenhuma devido ao frio. Dali, pode-se fazer praticamente tudo a pé, pois está localizado no coração da Las Vegas Strip.;localização;10;21
Excelente localização, quadro de funcionários muito prestativos e alegres. Quarto confortável, banheiro limpo e bom tamanho, embora o box seja muito pequeno.  O hotel fica em uma rua muito silenciosa, mas menos de 50 metros da avenida que tem estação do metro.  Andando devagar você chega em 15 minutos na Torre Eiffel.  Apesar do hotel estar em reforma não ocasionou nenhum transtorno.  Recomendo a todos!!!  É uma escolha sem erro.;hotel;161;166
Os quartos são ótimos, grandes, arejados, limpíssimos. Localização previlegiada,perto de metrô, drogaria, boas cafeterias, restaurantes. Pontos turísticos como Time Square, Central Park, Rockefeller Center dá para ir a pé. Linda vista do quarto para a cidade. Cama confortável, colchão não dá nor nas costas, muito bom!!! Me hospedaria nele novamente com certeza!!!;colchão;278;285
O Hotel foi uma ótima escolha, boa localização próximo do Times Square, quarto e wc comfortáveis e café da manhã incluso.  Os únicos poréns são o número de elevadores (2 é muito pouco na hora do rush) e o tamanho da área do café da manhã que obriga a esperar em pé. Fora estas questões recomendo o Hotel para quem gosta de comforto com bom preço;elevador;156;164
Bem localizado, quanto amplo e limpo para os padrões de Paris , cama confortável , banheiro limpo , boa ducha , café da manha farto e variado , croassant e queijos nobres a vontade, quarto de malas seguro único ponto negativo que Wi fi não funciona bem no quarto, mas estive por 2 vezes e sempre será uma ótima opção ! Pretendo voltar!;cama;64;68
Fiquei hospenada no hotel em outrubro de 2011. Os funcionários são muito prestativos, o hotél é muito bem localizado, próximo de duas linhas de metro (M12 e M2), além disso há na rua do hotel restaurantes, creperia e um pequeno mercado. Enfim, o quarto é pequeno e o banheiro idem, mas a localização e o bom tratamento faz tudo valer a pena. Recomendo.;funcionários;50;62
O hotel é super bem localizado,perto de restaurantes,lojas,metro,central park,gran central...  O apartamento que fiquei era enorme,com sala,quarto ,dois closets e cozinha.  O café da manhã é fraquíssimo mas como tinha cozinha não me fez falta .A recepção foi atenciosa.  Fácil de pegar táxi  Room Tip: Escolher os quartos da parte nova do hotel;café da manhã;175;188
Hotel com bom conforto, cama box, bom chuveiro, frigobar e ar, limpo, localizado no Centro. Cafe da manha nada sofisticado, porem bom, suficiente para um bom desjejum. O apartamento nao é grande, mas bom. A unica coisa que chamou a atençao foi o valor da diaria que estava salgado para este final de semana em Porto Alegre, em funçao do show da Madona e inauguraçao da Arena do Gremio, havia muita procura na rede hoteleira, aja visto que estava muito dificil conseguir acomodaçoes em POA e com isso os Hoteis subiram o valor da diaria.;hotel;0;5
o bom da rede Accor é que você sabe o que está comprando. Neste Mercure os apartamentos são bons sem muita sofisticação mas tudo funciona e é muito limpo. A localização é excelente a pouca distancia da Champs Elysees e da Torre Eifel.  Room Tip: Prefera um quarto nos andares mais baixos pois não tem elevador.;quarto;257;263
Já é a terceira vez que me hospedo no Expressinho. Não vejo nada demais. Pelo preço cobrado, não posso reclamar nada e ainda tem o transfer de/para o aeroporto. É ideal para quem busca uma opção barata, limpa e prática para conexões longas em Porto Alegre. Nas três vezes encontrei os quartos limpos e organizados, chuveiro também funcionando mto bem. Atendimento ok, sem brilho, mas eficiente. Na ultima vez, devido aeroporto fechado com nevoeiro, dei no-show e cheguei só na manhã do dia seguinte, mesmo assim foi me honrada a reserva e ainda me deram desconto. Internet wireless tbm funcionou legal. Desvantagens: se pegar quarto com frente para a avenida e Trensurb, se prepare para o barulho, que realmente é alto, opte pelos quartos de fundo. Não tem elevador, então quem vem com mta bagagem sofre. Café-da-manhã compartilhado com o vizinho Express, eu gostei, bom.;internet;564;572
Quanto à localização, o hotel fica próximo às catacumbas e ao metro. Quanto aos serviços, estes são simples e deixam a desejar quanto à qualidade da limpeza, mas tem funcionários atenciosos e prestativos. Quanto às acomodações, os quartos são pequenos, não possuem ar condicionado, tem uma acústica ruim, pois logo abaixo há uma pizzaria e o vai e vem de motos incomoda bastante, fui em setembro, mesmo não sendo verão, o calor era infernal.;funcionários;166;178
Após procurar no Google e Google Maps uma opção de hospedagem em Porto Alegre, tive uma surpresa negativa ao chegar no hotel. O mesmo está localizado bem no centro de uma intensa movimentação comercial, diante de ladeiras e ruas estreitas e com mão única, o que dificulta o percusso de Táxis. Durante a noite, os funcionários recomendam não circularmos pela pela região, por ser perigoso. Há uma boate nas proximidades e vários frequentadores estranhos. As portas do hotel permanecem fechadas sempre. A localização e custo-benefício é ótimo para quem tem negócios e demandas naquela região, mas com certeza não voltarei a me hospedar neste hotel.;localização;503;514
Hotel novo e muito confortavel.Otimo atendimento e uma realacao custo beneficio perfeita.Café da manha muito bem servido e os quartos sao limpos e aconchegantes.Para quem gosta de jantar fora, o hotel fico proximo de otimos restaurantes.;quarto;126;132
O hotel fica pertinho da Torre Eiffel e esta a poucas estações de metro da Galeries Lafayette. Em frente, há uma Brasserie (Brasserie de Sablons) que tem um excelente sanduíche de baguete, além de vender refrigerantes, agua, etc, bem mais em conta. O diferencial do hotel e a equipe de atendimento, muito amigáveis e sempre prontos para te socorrer em qualquer circunstancia. Os quartos são bons e limpos. Recomendo!;atendimento;286;297
Hotel típicamente parisiense, muitissimo bem localizado, lindo, elegante, com ótimo atendimento e por um preço bastante razoável! O quarto é espaçoso para os padrões parisienses e os detalhes da decoração fazem toda diferença. Cama e tracvesseiros muito muito confortáveis. Eu amo a Ile de St Louis e este hotel no coração desta ilha é fantástico!  Eu recomendo!;cama;227;231
Me hospedei la no ano passado e nao volto nunca mais! Tinha barata na cozinha e o mais nojento na minha opiniao foi ter encontrado cabelo nos lençois. E nao foi uma vez so. Foram varias vezes. Reclamei e ninguem fez nada a respeito. Fora que, por ser um hotel residencia tem hospede que fuma no quarto, no corredor, etc...e nao tem o que fazer.  La nao da para ficar!!!!!;quarto;295;301
Serviço de quarto ruim e quarto apertado. Sem academia ou outras amenidades. Se quiser internet, pague. Mas não espere velocidade ou estabilidade, mesmo pagando.Café da manhã tolerável, mas sem grandes predicados.Ar condicionado janeleiro, muito barulhento;serviço de quarto;0;17
Tivemos uma série de problemas com este hotel desde o momento da reserva. Os funcionários em geral são destreinados e desorganizados, não passam direito a informação entre si. Nossa reserva foi debitada duas vezes e ainda assim tivemos a reserva cancelada ! O que não teria acontecido se fossem organizados e prestassem bastante atenção a tudo que foi acordado entre entre o estabelecimento e cliente. Após muito aborrecimento, ligações interurbanas e várias trocas de e-mails com um dos gerentes, resolveram esse problema. Na verdade, causaram mais problemas do que isso, só estou resumindo o que aconteceu. Ficamos no terceiro andar sem elevador e tivemos que carregar as malas sozinhos. Nos colocaram num quarto para fumantes, mesmo sem ser solicitado, com forte cheiro de cigarro. Reclamamos e resolveram, mas para isso tivemos que subir e descer os 3 lances de escada. O ar-condicionado é muito barulhento, a ponto de não termos ouvido o despertador. Por sorte, acordamos sozinhos, ou perderíamos o voo. A limpeza é ruim. Veja debaixo da cama, está imunda. O cobertor é sujo e nos coçamos a noite toda. A agua demora muito a aquecer, minha esposa tomou banho frio numa noite fria porque, após tanto esperar, achou que não havia agua quente. O hotel é muito mal localizado, numa avenida famosa por prostituição e com barulho de carros e metrô (que na verdade é um trem de superfície). Moradores da região me alertaram que não é seguro sair de noite. Nota fiscal foi dada apenas por uma diária, com metade do valor (60 reais, em vez de 120 por diária). Não tivemos tempo de reclamar disso, pois poucas horas depois partiria nosso voo e estávamos com pressa. Diferente do que fariam numa gestão profissional, não recebemos absolutamente nenhuma compensação pelo aborrecimento. Após muita discussão, se limitaram a cobrar o valor correto e nos colocar no pior quarto do hotel. De positivo, só o transfer gratuito, tirando o fato de que não fazem reservas e você tem que fazer ligações interurbanas assim que chegar no aeroporto. Não usufruímos do café da manhã, então não posso avaliá-lo. É o pior hotel em que já me hospedei e não o recomendo a ninguém. Não pense que irá economizar se hospedando nele.;hotel;40;45
Foi minha primeira visita à Paris e a sexta de minha esposa.  Dentre todos os hotéis que ela já se hospedou, esse figurou entre os melhores na localização.  Porém, não tem os serviços adequados para ser considerado um 4 estrelas.  Se for pela localização, nos hospedaríamos novamente, mas o custo teria de ser compatível aos benefícios que oferece.;localização;143;154
O único aspecto positivo é a localização.  Precisa de uma reforma urgente, o edifício está caindo aos pedaços, janelas com esquadrias de madeira com pintura descascando, carpet velho e descolando, poeira sobre os móveis, duto do ar condicionado portátil soltava constantemente, sem internet no quarto. Não vale a pena diante de tantas ofertas de hospedagem em Paris.;localização;29;40
